,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code,raised_amount_usd
198,/organization/interlace-medical,Interlace Medical,|Health Care|,Health Care,USA,MA,Boston,Framingham,/organization/hologic,Hologic,|Biotechnology|,Biotechnology,USA,MA,Boston,Bedford,1/7/11,2011-01,2011-Q1,2011,125000000,USD,20000000
251,/organization/medserve,MedServe,|Health Care|,Health Care,USA,TX,Houston,Bellaire,/organization/stericycle,Stericycle,|Biotechnology|,Biotechnology,USA,IL,Chicago,Lake Forest,5/15/09,2009-05,2009-Q2,2009,185000000,USD,8000000
309,/organization/peak-surgical,PEAK Surgical,|Health Care|,Health Care,USA,CA,SF Bay Area,Palo Alto,/organization/medtronic,Medtronic,|Medical Devices|Biotechnology|,Medical Devices,USA,MN,Minneapolis,Minneapolis,7/7/11,2011-07,2011-Q3,2011,120000000,USD,29000000
330,/organization/primaeva-medical,Primaeva Medical,|Health Care|,Health Care,USA,CA,SF Bay Area,Pleasanton,/organization/syneron-medical,Syneron Medical,|Biotechnology|,Biotechnology,USA,CA,Anaheim,Irvine,10/15/09,2009-10,2009-Q4,2009,30000000,USD,14250000
454,/organization/vessix-vascular,Vessix Vascular,|Health Care|,Health Care,USA,CA,Los Angeles,Laguna Hills,/organization/boston-scientific,Boston Scientific,|Life Sciences|Medical|Technology|Business Services|,Business Services,USA,MA,Boston,Natick,11/1/12,2012-11,2012-Q4,2012,300000000,USD,23000000
460,/organization/visiogen,Visiogen,|Health Care|,Health Care,USA,CA,Anaheim,Irvine,/organization/abbott,Abbott Labs,|Health and Wellness|Venture Capital|Medical|Biotechnology|,Health and Wellness,USA,IL,Chicago,Des Plaines,9/3/09,2009-09,2009-Q3,2009,400000000,USD,40000000
80,/organization/caviar,Caviar,|Hospitality|Curated Web|,Health Care,USA,CA,SF Bay Area,San Francisco,/organization/square,Square,|Hardware + Software|Finance|Analytics|P2P Money Transfer|Mobile Payments|Mobile|,P2P Money Transfer,USA,CA,SF Bay Area,San Francisco,8/4/14,2014-08,2014-Q3,2014,90000000,USD,13000000
83,/organization/change-healthcare,Change Healthcare,|Healthcare Services|Hospitals|Education|Health Care|,Health Care,USA,TN,Nashville,Brentwood,/organization/emdeon,Emdeon,|Payments|Enterprise Software|,Payments,USA,TN,Nashville,Nashville,11/19/14,2014-11,2014-Q4,2014,135000000,USD,25300000
7,/organization/adconion-media-group,Adconion Media Group,|Entertainment|Ad Targeting|Advertising|,Media,USA,CA,Los Angeles,Santa Monica,/organization/amobee,Amobee,|Advertising|,Advertising,USA,CA,SF Bay Area,Redwood City,6/10/14,2014-06,2014-Q2,2014,235000000,USD,80000000
52,/organization/babble,Babble,|Media|Parenting|News|,Media,USA,NY,New York City,New York,/organization/the-walt-disney-company,The Walt Disney Company,|Entertainment|Media|Games|,Games,USA,CA,Los Angeles,Burbank,11/14/11,2011-11,2011-Q4,2011,40000000,USD,6250000
342,/organization/quigo,Quigo,|Media|Advertising|,Media,USA,NY,New York City,New York,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Service Provider,USA,NY,New York City,New York,11/7/07,2007-11,2007-Q4,2007,363000000,USD,5000000
111,/organization/dapper,Dapper,|Music|Web Tools|Advertising|,Media,USA,CA,SF Bay Area,San Francisco,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Service Provider,USA,CA,SF Bay Area,Sunnyvale,10/5/10,2010-10,2010-Q4,2010,55000000,USD,3000000
167,/organization/gracenote,Gracenote,|Music|Games|,Media,USA,CA,SF Bay Area,Emeryville,/organization/sony,Sony Corp,|Consumer Electronics|Hardware + Software|,Consumer Electronics,USA,CA,San Diego,San Diego,4/22/08,2008-04,2008-Q2,2008,260000000,USD,33400000
223,/organization/lala,Lala,|Music|,Media,USA,CA,SF Bay Area,Palo Alto,/organization/apple,Apple,|Computers|Consumer Electronics|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Cupertino,12/5/09,2009-12,2009-Q4,2009,80000000,USD,35100000
344,/organization/qwiki,Qwiki,|Photography|,Media,USA,NY,New York City,New York,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Service Provider,USA,CA,SF Bay Area,Sunnyvale,7/2/13,2013-07,2013-Q3,2013,50000000,USD,8000000
390,/organization/slide,Slide,|Software|Social Network Media|Photography|Web Tools|Public Relations|,Media,USA,CA,SF Bay Area,San Francisco,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,8/6/10,2010-08,2010-Q3,2010,182000000,USD,78000000
429,/organization/huffingtonpost,The Huffington Post,|Publishing|Media|News|,Media,USA,NY,New York City,New York,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Service Provider,USA,NY,New York City,New York,2/7/11,2011-02,2011-Q1,2011,315000000,USD,35000000
84,/organization/pageonce,Check,|Sports|Mobile|,Media,USA,CA,SF Bay Area,Palo Alto,/organization/intuit,Intuit,|Computers|Software|,Computers,USA,CA,SF Bay Area,Mountain View,5/27/14,2014-05,2014-Q2,2014,360000000,USD,30500000
6,/organization/adap-tv,Adap.tv,|Auctions|Television|Video|Advertising|,Media,USA,CA,SF Bay Area,San Mateo,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Service Provider,USA,NY,New York City,New York,8/7/13,2013-08,2013-Q3,2013,405000000,USD,43000000
5,/organization/acompli-inc,Acompli,|Consumer Internet|Mobile Security|Android|iOS|SaaS|Mobile|Email|Enterprise Software|,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/microsoft,Microsoft,|Video Games|Software|,Software,USA,WA,Seattle,Redmond,12/1/14,2014-12,2014-Q4,2014,200000000,USD,7300000
250,/organization/mapmyfitness,MapMyFitness,|Sports|Android|iPhone|Fitness|Health and Wellness|,Mobile,USA,CO,Denver,Denver,/organization/under-armour,Under Armour,|Sporting Goods|E-Commerce|,Sporting Goods,USA,MD,Baltimore,Baltimore,11/14/13,2013-11,2013-Q4,2013,150000000,USD,19000000
307,/organization/parse,Parse,|PaaS|Cloud Computing|Android|iOS|Mobile|Enterprise Software|,Mobile,USA,CA,SF Bay Area,Menlo Park,/organization/facebook,Facebook,|Communities|Identity|All Students|Colleges|Facebook Applications|Social Media|,Social Media,USA,CA,SF Bay Area,Menlo Park,4/25/13,2013-04,2013-Q2,2013,90000000,USD,5500000
335,/organization/pulse,Pulse,|iPhone|News|,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/linkedin,LinkedIn,|Social Recruiting|Software|Networking|Social Media|,Software,USA,CA,SF Bay Area,Mountain View,4/13/13,2013-04,2013-Q2,2013,90000000,USD,9000000
18,/organization/aicent,Aicent,|Mobile|,Mobile,USA,CA,SF Bay Area,San Jose,/organization/syniverse-technologies,Syniverse,|Mobile|Public Relations|,Mobile,USA,FL,Tampa,Tampa,5/13/14,2014-05,2014-Q2,2014,290000000,USD,17300000
44,/organization/atrua,Atrua Technologies,|Mobile|,Mobile,USA,CA,SF Bay Area,Campbell,/organization/authentec,AuthenTec,|Information Security|Semiconductors|,Information Security,USA,FL,Florida's Space Coast,Melbourne Beach,7/14/09,2009-07,2009-Q3,2009,600000000,USD,13000000
47,/organization/avaak,Avaak,|Electronics|Mobile|,Mobile,USA,CA,San Diego,San Diego,/organization/netgear-inc,NETGEAR,|Telecommunications|Hardware + Software|,Telecommunications,USA,CA,SF Bay Area,San Jose,7/26/12,2012-07,2012-Q3,2012,31000000,USD,17000000
73,/organization/bump-technologies,Bump Technologies,|Mobile|,Mobile,USA,CA,SF Bay Area,Mountain View,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,12/31/13,2013-12,2013-Q4,2013,30000000,USD,19900000
103,/organization/crashlytics,Crashlytics,|Mobile|,Mobile,USA,MA,Boston,Cambridge,/organization/twitter,Twitter,|Software|SMS|MicroBlogging|Messaging|Social Media|,Software,USA,CA,SF Bay Area,San Francisco,1/28/13,2013-01,2013-Q1,2013,100000000,USD,5000000
144,/organization/flurry,Flurry,|Mobile|Advertising|,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Service Provider,USA,CA,SF Bay Area,Sunnyvale,7/21/14,2014-07,2014-Q3,2014,200000000,USD,63000000
168,/organization/grandcentral,GrandCentral,|VoIP|Telephony|Mobile|,Mobile,USA,CA,SF Bay Area,Fremont,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,7/1/07,2007-07,2007-Q3,2007,60000000,USD,4000000
172,/organization/hands-on-mobile,Hands-On Mobile,|Games|Mobile|,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/electronicarts,Electronic Arts,|Entertainment|Games|,Entertainment,USA,CA,SF Bay Area,Redwood City,2/18/09,2009-02,2009-Q1,2009,30000000,USD,30000000
263,/organization/mobileaccess-networks,MobileAccess Networks,|Mobile|,Mobile,USA,VA,"Washington, D.C.",Vienna,/organization/corning,Corning,|Utilities|Manufacturing|,Utilities,USA,NY,Elmira,Corning,1/31/11,2011-01,2011-Q1,2011,200000000,USD,24000000
264,/organization/mobilespaces,MobileSpaces,|Cloud Computing|Enterprises|Mobile Devices|Security|Mobile|,Mobile,USA,MD,"Washington, D.C.",Silver Spring,/organization/pulse-secure,Pulse Secure,|Mobile Security|Networking|Business Services|,Networking,USA,CA,SF Bay Area,San Jose,10/5/14,2014-10,2014-Q4,2014,100000000,USD,11600000
293,/organization/onavo,Onavo,|Mobile|,Mobile,USA,CA,SF Bay Area,Palo Alto,/organization/facebook,Facebook,|Communities|Identity|All Students|Colleges|Facebook Applications|Social Media|,Social Media,USA,CA,SF Bay Area,Menlo Park,10/14/13,2013-10,2013-Q4,2013,150000000,USD,13000000
422,/organization/tapcommerce,TapCommerce,|Mobile|,Mobile,USA,NY,New York City,New York,/organization/twitter,Twitter,|Software|SMS|MicroBlogging|Messaging|Social Media|,Software,USA,CA,SF Bay Area,San Francisco,6/30/14,2014-06,2014-Q2,2014,100000000,USD,10500000
425,/organization/telecommunication-systems,TeleCommunication Systems,|Mobile|,Mobile,USA,MD,Baltimore,Annapolis,/organization/networks-in-motion,Networks in Motion,|Wireless|Navigation|Maps|SEO|Mobile|,Navigation,USA,CA,Anaheim,Aliso Viejo,12/15/09,2009-12,2009-Q4,2009,181000000,USD,15000000
426,/organization/tellme,Tellme,|Mobile|,Mobile,USA,CA,SF Bay Area,Mountain View,/organization/microsoft,Microsoft,|Video Games|Software|,Software,USA,WA,Seattle,Redmond,3/14/07,2007-03,2007-Q1,2007,800000000,USD,6000000
484,/organization/worklight,Worklight,|Mobile|,Mobile,USA,NY,New York City,New York,/organization/ibm,IBM,|Software|,Software,USA,NY,New York City,Armonk,1/31/12,2012-01,2012-Q1,2012,70000000,USD,17100000
265,/organization/mopub,MoPub,|Mobile Advertising|Advertising|Mobile|,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/twitter,Twitter,|Software|SMS|MicroBlogging|Messaging|Social Media|,Software,USA,CA,SF Bay Area,San Francisco,9/9/13,2013-09,2013-Q3,2013,350000000,USD,18500000
282,/organization/nexage,NEXAGE,|Mobile Advertising|Advertising|Mobile|,Mobile,USA,MA,Boston,Boston,/organization/millennial-media,Millennial Media,|App Marketing|Mobile Advertising|Mobile|Advertising|,Advertising,USA,MD,Baltimore,Baltimore,9/23/14,2014-09,2014-Q3,2014,107500000,USD,19000000
1,/organization/41st-parameter,41st Parameter,|Security|,Security,USA,CA,SF Bay Area,San Jose,/organization/experian,Experian,|Credit|Curated Web|,Curated Web,USA,CA,Anaheim,Costa Mesa,10/1/13,2013-10,2013-Q4,2013,324000000,USD,34270000
4,/organization/accertify,Accertify,|Fraud Detection|Credit Cards|Security|,Security,USA,IL,Chicago,Itasca,/organization/americanexpress,American Express,|Finance|,Finance,USA,NY,New York City,New York,11/1/10,2010-11,2010-Q4,2010,150000000,USD,6431124
26,/organization/altor-networks,Altor Networks,|Security|,Security,USA,CA,SF Bay Area,Redwood City,/organization/juniper-networks,Juniper Networks,|Communications Hardware|Technology|Security|,Communications Hardware,USA,CA,SF Bay Area,Sunnyvale,12/6/10,2010-12,2010-Q4,2010,95000000,USD,16000000
68,/organization/breakingpoint-systems,BreakingPoint Systems,|Security|,Security,USA,TX,Austin,Austin,/organization/ixia,IXIA,|Web Hosting|,Web Hosting,USA,CA,Los Angeles,Calabasas,7/2/12,2012-07,2012-Q3,2012,160000000,USD,15000000
148,/organization/fraud-sciences,Fraud Sciences,|Security|,Security,USA,CA,SF Bay Area,Palo Alto,/organization/paypal,PayPal,|Payments|P2P Money Transfer|E-Commerce|Databases|Finance|,Payments,USA,CA,SF Bay Area,San Jose,1/28/08,2008-01,2008-Q1,2008,169000000,USD,11000000
201,/organization/ironport,IronPort Systems,|Security|,Security,USA,CA,SF Bay Area,San Bruno,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Enterprise Software,USA,CA,SF Bay Area,San Jose,1/4/07,2007-01,2007-Q1,2007,830000000,USD,61500000
233,/organization/location-labs,Location Labs,|Location Based Services|Security|Mobile|,Security,USA,CA,SF Bay Area,Emeryville,/organization/avg,AVG Technologies,|Software|Security|,Software,USA,MA,Boston,Chelmsford,9/3/14,2014-09,2014-Q3,2014,220000000,USD,25800000
236,/organization/loglogic,LogLogic,|Security|,Security,USA,CA,SF Bay Area,San Jose,/organization/tibco-software-inc,TIBCO Software,|Enterprise Software|Software|,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,4/3/12,2012-04,2012-Q2,2012,130000000,USD,8800000
268,/organization/mx-logic,MX Logic,|Security|,Security,USA,CO,Denver,Englewood,/organization/mcafee,McAfee,|Security|,Security,USA,CA,SF Bay Area,Santa Clara,7/30/09,2009-07,2009-Q3,2009,140000000,USD,4000000
361,/organization/safetyweb,SafetyWeb,|Security|Privacy|Enterprise Software|,Security,USA,CO,Denver,Denver,/organization/experian,Experian,|Credit|Curated Web|,Curated Web,USA,CA,Anaheim,Costa Mesa,5/1/11,2011-05,2011-Q2,2011,30000000,USD,8000000
446,/organization/trustedid,TrustedID,|Security|,Security,USA,CA,SF Bay Area,Palo Alto,/organization/equifax,Equifax,|Consulting|,Consulting,USA,GA,Atlanta,Atlanta,7/8/13,2013-07,2013-Q3,2013,30000000,USD,25000000
56,/organization/beceem,Beceem Communications,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Santa Clara,/organization/broadcom,Broadcom,|Semiconductors|Mobile|,Semiconductors,USA,CA,Anaheim,Irvine,10/13/10,2010-10,2010-Q4,2010,316000000,USD,49600000
85,/organization/chil-semiconductor,CHiL Semiconductor,|Semiconductors|,Semiconductors,USA,CA,Los Angeles,El Segundo,/organization/international-rectifier,International Rectifier,|Semiconductors|,Semiconductors,USA,CA,Los Angeles,El Segundo,2/28/11,2011-02,2011-Q1,2011,75000000,USD,21700000
121,/organization/dunenetworks,DuneNetworks,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Sunnyvale,/organization/broadcom,Broadcom,|Semiconductors|Mobile|,Semiconductors,USA,CA,Anaheim,Irvine,11/30/09,2009-11,2009-Q4,2009,178000000,USD,12000000
158,/organization/global-locate,Global Locate,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,San Jose,/organization/broadcom,Broadcom,|Semiconductors|Mobile|,Semiconductors,USA,CA,Anaheim,Irvine,7/12/07,2007-07,2007-Q3,2007,143000000,USD,33000000
334,/organization/provigent-inc,Provigent,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Santa Clara,/organization/broadcom,Broadcom,|Semiconductors|Mobile|,Semiconductors,USA,CA,Anaheim,Irvine,3/21/11,2011-03,2011-Q1,2011,314000000,USD,27000000
377,/organization/sierra-design-automation,Sierra Design Automation,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Santa Clara,/organization/mentor-graphics,Mentor Graphics,|Software|,Software,USA,OR,"Portland, Oregon",Wilsonville,6/11/07,2007-06,2007-Q2,2007,100000000,USD,19000000
381,/organization/siliconblue-technologies,SiliconBlue Technologies,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Santa Clara,/organization/lattice-semiconductor,Lattice Semiconductor,|Semiconductors|,Semiconductors,USA,OR,"Portland, Oregon",Hillsboro,12/8/11,2011-12,2011-Q4,2011,62000000,USD,57005567
424,/organization/teknovus,Teknovus,|Semiconductors|,Semiconductors,USA,CA,Napa Valley,Petaluma,/organization/broadcom,Broadcom,|Semiconductors|Mobile|,Semiconductors,USA,CA,Anaheim,Irvine,3/8/10,2010-03,2010-Q1,2010,123000000,USD,57000000
427,/organization/teranetics,Teranetics,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,San Jose,/organization/plx-technology,PLX Technology,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Sunnyvale,9/27/10,2010-09,2010-Q3,2010,35800000,USD,20000000
452,/organization/vativ-technologies,Vativ Technologies,|Semiconductors|,Semiconductors,USA,CA,San Diego,San Diego,/organization/entropic-communications,Entropic Communications,|Semiconductors|,Semiconductors,USA,CA,San Diego,San Diego,4/4/08,2008-04,2008-Q2,2008,43780000,USD,11000000
3,/organization/aardvark,Aardvark,|Search|,Service Provider,USA,CA,SF Bay Area,San Francisco,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,2/11/10,2010-02,2010-Q1,2010,50000000,USD,5250000
63,/organization/bluefin-labs,Bluefin Labs,|Search|Video|Social Television|Analytics|,Service Provider,USA,MA,Boston,Cambridge,/organization/twitter,Twitter,|Software|SMS|MicroBlogging|Messaging|Social Media|,Software,USA,CA,SF Bay Area,San Francisco,2/4/13,2013-02,2013-Q1,2013,80000000,USD,18000000
328,/organization/powerset,Powerset,|Search|,Service Provider,USA,CA,SF Bay Area,San Francisco,/organization/microsoft,Microsoft,|Video Games|Software|,Software,USA,WA,Seattle,Redmond,7/1/08,2008-07,2008-Q3,2008,100000000,USD,14500000
443,/organization/trovix,Trovix,|Search|Consulting|,Service Provider,USA,CA,SF Bay Area,Mountain View,/organization/monster,Monster,|Employment|Search|,Employment,USA,NY,New York City,New York,7/31/08,2008-07,2008-Q3,2008,72500000,USD,18250000
255,/organization/messageme,MessageMe,|Chat|Mobile|Messaging|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Service Provider,USA,CA,SF Bay Area,Sunnyvale,10/6/14,2014-10,2014-Q4,2014,30000000,USD,10000000
466,/organization/vovici,Vovici,|Communities|Enterprise Software|,Social Media,USA,VA,"Washington, D.C.",Dulles,/organization/verint,Verint Systems,|Technology|Software|,Technology,USA,NY,Long Island,Melville,7/19/11,2011-07,2011-Q3,2011,56500000,USD,16300000
256,/organization/messageone,MessageOne,|Messaging|,Social Media,USA,TX,Austin,Austin,/organization/dell,Dell,|Hardware + Software|,Hardware + Software,USA,TX,Austin,Round Rock,2/13/08,2008-02,2008-Q1,2008,155000000,USD,10000000
324,/organization/postpath,PostPath,|Messaging|,Social Media,USA,CA,SF Bay Area,Mountain View,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Enterprise Software,USA,CA,SF Bay Area,San Jose,8/27/08,2008-08,2008-Q3,2008,215000000,USD,24300000
171,/organization/guardium,Guardium,|Networking|Hardware + Software|Databases|Security|,Social Media,USA,MA,Boston,Waltham,/organization/ibm,IBM,|Software|,Software,USA,NY,New York City,Armonk,11/30/09,2009-11,2009-Q4,2009,225000000,USD,11800000
237,/organization/loopt,Loopt,|Location Based Services|Networking|Mobile|,Social Media,USA,CA,SF Bay Area,Mountain View,/organization/green-dot-corporation,Green Dot Corporation,|Finance|,Finance,USA,CA,Los Angeles,Pasadena,3/9/12,2012-03,2012-Q1,2012,43000000,USD,32000000
150,/organization/friendfeed,FriendFeed,|Social Network Media|Social Media|,Social Media,USA,CA,SF Bay Area,Mountain View,/organization/facebook,Facebook,|Communities|Identity|All Students|Colleges|Facebook Applications|Social Media|,Social Media,USA,CA,SF Bay Area,Menlo Park,8/10/09,2009-08,2009-Q3,2009,47500000,USD,5000000
206,/organization/jellyfish,jellyfish,|Social Media|,Social Media,USA,WI,Madison,Middleton,/organization/microsoft,Microsoft,|Video Games|Software|,Software,USA,WA,Seattle,Redmond,10/3/07,2007-10,2007-Q4,2007,50000000,USD,5000000
219,/organization/klout,Klout,|Analytics|Social Media|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/lithiumtechnologies,Lithium Technologies,|Social CRM|Software|,Software,USA,CA,SF Bay Area,San Francisco,3/26/14,2014-03,2014-Q1,2014,200000000,USD,40000000
261,/organization/miyowa,Miyowa,|Social Media|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/synchronoss-technologies,Synchronoss Technologies,|Technology|Software|,Technology,USA,NJ,Newark,Bridgewater,1/5/12,2012-01,2012-Q1,2012,59000000,USD,11725600
441,/organization/tripit,TripIt,|Social Media|Travel|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/concur-technologies,Concur Technologies,|Technology|Cloud Management|Travel|Software|,Travel,USA,WA,Seattle,Redmond,1/13/11,2011-01,2011-Q1,2011,120000000,USD,12100000
483,/organization/wildfire-interactive,"Wildfire, a division of Google",|Advertising|Sales and Marketing|Social Media|Enterprise Software|,Social Media,USA,CA,SF Bay Area,Redwood City,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,7/31/12,2012-07,2012-Q3,2012,350000000,USD,14000000
55,/organization/bebo,Bebo,|Social Network Media|Social Media|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Service Provider,USA,NY,New York City,New York,3/13/08,2008-03,2008-Q1,2008,850000000,USD,15000000
362,/organization/buddymedia,Salesforce Buddy Media,|Social Network Media|Social Media Marketing|Apps|SaaS|Software|Media|Social Media|Facebook Applications|Enterprise Software|,Social Media,USA,NY,New York City,New York,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,6/4/12,2012-06,2012-Q2,2012,689000000,USD,85000000
436,/organization/topsy-labs,Topsy Labs,|Twitter Applications|Social Media|Real Time|Search|Analytics|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/apple,Apple,|Computers|Consumer Electronics|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Cupertino,12/2/13,2013-12,2013-Q4,2013,200000000,USD,26900000
389,/organization/skybox-imaging,Skybox Imaging,|Aerospace|Big Data|,Software,USA,CA,SF Bay Area,Mountain View,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,6/10/14,2014-06,2014-Q2,2014,500000000,USD,91000000
